사용자아이디,영화아이디,평점,타임스탬프,성별,연령,직업,지역,영화제목,장르
5627,50,4,959042731,M,25,0,7040,"Usual Suspects, The (1995)",Crime|Thriller
5630,50,5,980553208,M,35,17,6854,"Usual Suspects, The (1995)",Crime|Thriller
5634,50,5,959011897,M,25,14,55406,"Usual Suspects, The (1995)",Crime|Thriller
5636,50,4,959053035,M,25,7,98102,"Usual Suspects, The (1995)",Crime|Thriller
5643,50,5,958956589,F,35,1,84108,"Usual Suspects, The (1995)",Crime|Thriller
5645,50,5,958875335,M,25,2,87123,"Usual Suspects, The (1995)",Crime|Thriller
5647,50,5,958873722,M,18,1,62522,"Usual Suspects, The (1995)",Crime|Thriller
5649,50,5,958865441,F,18,4,90025,"Usual Suspects, The (1995)",Crime|Thriller
5651,50,5,958853070,F,25,6,74105,"Usual Suspects, The (1995)",Crime|Thriller
5652,50,5,958846398,M,18,0,47901,"Usual Suspects, The (1995)",Crime|Thriller
5653,50,5,958861600,M,50,1,74105,"Usual Suspects, The (1995)",Crime|Thriller
5654,50,5,958945521,M,25,4,95616,"Usual Suspects, The (1995)",Crime|Thriller
5657,50,5,958828080,M,50,14,92026,"Usual Suspects, The (1995)",Crime|Thriller
5661,50,4,958778723,F,25,15,3255,"Usual Suspects, The (1995)",Crime|Thriller
5664,50,5,958846978,M,18,4,48363,"Usual Suspects, The (1995)",Crime|Thriller
5665,50,5,958759372,M,18,4,10461-1301,"Usual Suspects, The (1995)",Crime|Thriller
5666,50,5,958758347,M,18,16,11209,"Usual Suspects, The (1995)",Crime|Thriller
5667,50,4,958762597,M,35,7,10009,"Usual Suspects, The (1995)",Crime|Thriller
5675,50,4,958682318,M,35,14,30030,"Usual Suspects, The (1995)",Crime|Thriller
5682,50,5,958963348,M,18,0,23455-4959,"Usual Suspects, The (1995)",Crime|Thriller
5684,50,5,958609445,M,18,16,94110,"Usual Suspects, The (1995)",Crime|Thriller
5686,50,4,958683444,M,56,16,60610,"Usual Suspects, The (1995)",Crime|Thriller
5689,50,4,958683494,M,25,0,84119,"Usual Suspects, The (1995)",Crime|Thriller
5698,50,3,958588803,M,35,14,55418,"Usual Suspects, The (1995)",Crime|Thriller
5699,50,5,958619714,M,35,15,94706,"Usual Suspects, The (1995)",Crime|Thriller
5706,50,5,958529760,M,18,17,8550,"Usual Suspects, The (1995)",Crime|Thriller
5707,50,5,965964649,M,25,12,1060,"Usual Suspects, The (1995)",Crime|Thriller
5710,50,5,958519603,M,25,15,90034,"Usual Suspects, The (1995)",Crime|Thriller
5717,50,5,958743030,M,25,0,3766,"Usual Suspects, The (1995)",Crime|Thriller
5718,50,5,958509052,F,35,14,38018,"Usual Suspects, The (1995)",Crime|Thriller
5721,50,2,958503547,M,45,11,90046,"Usual Suspects, The (1995)",Crime|Thriller
5723,50,5,999111364,M,18,12,55057,"Usual Suspects, The (1995)",Crime|Thriller
5724,50,5,958498224,M,25,15,94102,"Usual Suspects, The (1995)",Crime|Thriller
5730,50,3,958442153,M,18,0,94111,"Usual Suspects, The (1995)",Crime|Thriller
5733,50,5,958431976,M,25,4,48109,"Usual Suspects, The (1995)",Crime|Thriller
5734,50,5,983393158,F,25,14,10022,"Usual Suspects, The (1995)",Crime|Thriller
5736,50,5,958501797,M,25,1,8904,"Usual Suspects, The (1995)",Crime|Thriller
5739,50,5,959133194,M,25,7,90212,"Usual Suspects, The (1995)",Crime|Thriller
5744,50,3,959994921,F,25,4,66044,"Usual Suspects, The (1995)",Crime|Thriller
5746,50,4,958354350,M,18,15,94061,"Usual Suspects, The (1995)",Crime|Thriller
5747,50,5,958357061,M,25,0,3755,"Usual Suspects, The (1995)",Crime|Thriller
5749,50,5,962844157,M,25,2,94117,"Usual Suspects, The (1995)",Crime|Thriller
5750,50,5,958340270,M,18,1,4101,"Usual Suspects, The (1995)",Crime|Thriller
5752,50,5,958275649,F,56,0,14850,"Usual Suspects, The (1995)",Crime|Thriller
5758,50,5,958307554,F,50,1,29642,"Usual Suspects, The (1995)",Crime|Thriller
5759,50,5,959558907,F,25,1,8904,"Usual Suspects, The (1995)",Crime|Thriller
5767,50,5,958175949,M,25,2,75287,"Usual Suspects, The (1995)",Crime|Thriller
5769,50,5,958254419,M,45,14,5602,"Usual Suspects, The (1995)",Crime|Thriller
5776,50,4,958170497,M,18,12,97205,"Usual Suspects, The (1995)",Crime|Thriller
5777,50,4,958159366,M,1,0,5667,"Usual Suspects, The (1995)",Crime|Thriller
5779,50,5,958156265,M,25,5,10011,"Usual Suspects, The (1995)",Crime|Thriller
5787,50,5,1022206000,M,25,20,90802,"Usual Suspects, The (1995)",Crime|Thriller
5790,50,5,958090794,F,35,0,55303,"Usual Suspects, The (1995)",Crime|Thriller
5791,50,5,958090457,M,18,4,44074,"Usual Suspects, The (1995)",Crime|Thriller
5792,50,4,958082389,M,25,17,43201,"Usual Suspects, The (1995)",Crime|Thriller
5795,50,5,958146642,M,25,1,92688,"Usual Suspects, The (1995)",Crime|Thriller
5799,50,4,958054806,M,25,5,80916,"Usual Suspects, The (1995)",Crime|Thriller
5801,50,4,958010891,M,25,16,4103,"Usual Suspects, The (1995)",Crime|Thriller
5808,50,5,957981945,F,25,7,37206,"Usual Suspects, The (1995)",Crime|Thriller
5809,50,5,957983750,M,25,7,37206,"Usual Suspects, The (1995)",Crime|Thriller
5812,50,5,975218547,F,25,7,92120,"Usual Suspects, The (1995)",Crime|Thriller
5824,50,5,957966762,M,18,12,18052,"Usual Suspects, The (1995)",Crime|Thriller
5825,50,5,957899257,F,25,4,43201,"Usual Suspects, The (1995)",Crime|Thriller
5826,50,5,957896172,M,18,4,60201,"Usual Suspects, The (1995)",Crime|Thriller
5831,50,5,957905481,M,25,1,92120,"Usual Suspects, The (1995)",Crime|Thriller
5833,50,4,957879591,F,35,0,78253,"Usual Suspects, The (1995)",Crime|Thriller
5837,50,5,957842559,M,25,7,60607,"Usual Suspects, The (1995)",Crime|Thriller
5841,50,5,957824158,F,35,7,10024,"Usual Suspects, The (1995)",Crime|Thriller
5846,50,4,958845458,M,45,16,78204,"Usual Suspects, The (1995)",Crime|Thriller
5847,50,5,957794003,F,18,4,2464,"Usual Suspects, The (1995)",Crime|Thriller
5848,50,3,957784609,M,50,20,20009,"Usual Suspects, The (1995)",Crime|Thriller
5852,50,5,957754751,F,25,1,94044,"Usual Suspects, The (1995)",Crime|Thriller
5854,50,5,957745666,M,45,7,33135,"Usual Suspects, The (1995)",Crime|Thriller
5858,50,5,957714216,M,25,4,1002,"Usual Suspects, The (1995)",Crime|Thriller
5869,50,2,957573551,F,25,7,19103,"Usual Suspects, The (1995)",Crime|Thriller
5872,50,4,1024359057,M,25,17,61265,"Usual Suspects, The (1995)",Crime|Thriller
5875,50,5,957560836,M,25,4,19103,"Usual Suspects, The (1995)",Crime|Thriller
5878,50,3,957550734,F,25,0,60640,"Usual Suspects, The (1995)",Crime|Thriller
5880,50,5,957669765,M,25,1,8904,"Usual Suspects, The (1995)",Crime|Thriller
5881,50,2,957539856,M,35,17,30303,"Usual Suspects, The (1995)",Crime|Thriller
5885,50,5,957780890,M,25,1,96930,"Usual Suspects, The (1995)",Crime|Thriller
5886,50,5,957486302,M,25,20,2139,"Usual Suspects, The (1995)",Crime|Thriller
5888,50,5,957534412,M,25,20,64114,"Usual Suspects, The (1995)",Crime|Thriller
5895,50,5,957463106,M,25,1,43026,"Usual Suspects, The (1995)",Crime|Thriller
5898,50,5,957449444,F,18,0,2143,"Usual Suspects, The (1995)",Crime|Thriller
5902,50,4,957394877,M,50,16,77079,"Usual Suspects, The (1995)",Crime|Thriller
5906,50,4,957388399,F,18,4,19803,"Usual Suspects, The (1995)",Crime|Thriller
5907,50,4,957379066,M,25,2,11217,"Usual Suspects, The (1995)",Crime|Thriller
5911,50,5,957479820,F,25,17,80301,"Usual Suspects, The (1995)",Crime|Thriller
5913,50,5,957357230,F,18,0,47901,"Usual Suspects, The (1995)",Crime|Thriller
5914,50,5,957332638,M,35,2,91344,"Usual Suspects, The (1995)",Crime|Thriller
5915,50,5,957398869,M,18,4,58102,"Usual Suspects, The (1995)",Crime|Thriller
5916,50,3,957359363,M,50,20,48230,"Usual Suspects, The (1995)",Crime|Thriller
5920,50,5,977152555,F,25,1,5401,"Usual Suspects, The (1995)",Crime|Thriller
5921,50,2,957304303,M,25,6,15146,"Usual Suspects, The (1995)",Crime|Thriller
5922,50,5,957470107,M,56,3,94561,"Usual Suspects, The (1995)",Crime|Thriller
5936,50,5,957214248,M,18,4,37130,"Usual Suspects, The (1995)",Crime|Thriller
5937,50,2,957214012,M,25,12,60622,"Usual Suspects, The (1995)",Crime|Thriller
5938,50,5,1002301085,M,25,1,35401,"Usual Suspects, The (1995)",Crime|Thriller
5939,50,5,957213333,F,45,15,77040,"Usual Suspects, The (1995)",Crime|Thriller
5941,50,4,957214983,F,25,0,60640,"Usual Suspects, The (1995)",Crime|Thriller
5942,50,4,957202142,M,45,1,1867,"Usual Suspects, The (1995)",Crime|Thriller
5949,50,5,957217964,M,18,17,47901,"Usual Suspects, The (1995)",Crime|Thriller
5950,50,4,957441886,M,25,4,19713,"Usual Suspects, The (1995)",Crime|Thriller
5951,50,5,957160150,M,18,4,77005,"Usual Suspects, The (1995)",Crime|Thriller
5955,50,4,957111780,F,25,7,34952,"Usual Suspects, The (1995)",Crime|Thriller
5956,50,4,957077024,F,18,4,2142,"Usual Suspects, The (1995)",Crime|Thriller
5961,50,5,957025378,F,45,0,78757,"Usual Suspects, The (1995)",Crime|Thriller
5962,50,5,957020248,M,35,7,80221,"Usual Suspects, The (1995)",Crime|Thriller
5963,50,5,957018501,M,25,15,2140,"Usual Suspects, The (1995)",Crime|Thriller
5964,50,5,956995770,M,18,5,97202,"Usual Suspects, The (1995)",Crime|Thriller
5966,50,2,978839196,F,35,9,10021,"Usual Suspects, The (1995)",Crime|Thriller
5972,50,4,956952462,F,25,20,55428,"Usual Suspects, The (1995)",Crime|Thriller
5975,50,5,956945177,M,25,14,55104,"Usual Suspects, The (1995)",Crime|Thriller
5980,50,5,956937859,M,56,1,42503,"Usual Suspects, The (1995)",Crime|Thriller
5982,50,5,956935505,M,35,1,56082,"Usual Suspects, The (1995)",Crime|Thriller
5985,50,5,960649300,F,18,4,78705-5221,"Usual Suspects, The (1995)",Crime|Thriller
5993,50,3,956863722,F,50,20,50010,"Usual Suspects, The (1995)",Crime|Thriller
5995,50,4,956856778,F,35,1,14618,"Usual Suspects, The (1995)",Crime|Thriller
6000,50,3,956878721,M,45,17,30075,"Usual Suspects, The (1995)",Crime|Thriller
6001,50,4,956807906,F,25,7,94117,"Usual Suspects, The (1995)",Crime|Thriller
6003,50,5,956980231,F,45,17,78722,"Usual Suspects, The (1995)",Crime|Thriller
6010,50,4,957461872,M,35,0,79606,"Usual Suspects, The (1995)",Crime|Thriller
6013,50,1,956860157,F,25,20,32301,"Usual Suspects, The (1995)",Crime|Thriller
6019,50,5,956760581,M,25,0,10024,"Usual Suspects, The (1995)",Crime|Thriller
6023,50,5,956752857,M,25,0,43213,"Usual Suspects, The (1995)",Crime|Thriller
6026,50,3,956726688,M,35,6,11210,"Usual Suspects, The (1995)",Crime|Thriller
6036,50,3,956710440,F,25,15,32603,"Usual Suspects, The (1995)",Crime|Thriller
6037,50,4,956718614,F,45,1,76006,"Usual Suspects, The (1995)",Crime|Thriller
6040,50,4,956704911,M,25,6,11106,"Usual Suspects, The (1995)",Crime|Thriller
5,52,2,978246479,M,25,20,55455,Mighty Aphrodite (1995),Comedy
23,52,4,978465537,M,35,0,90049,Mighty Aphrodite (1995),Comedy
45,52,4,977990879,F,45,16,94110,Mighty Aphrodite (1995),Comedy
78,52,4,978571083,F,45,1,98029,Mighty Aphrodite (1995),Comedy
111,52,3,977512411,M,35,15,55416,Mighty Aphrodite (1995),Comedy
136,52,4,977423256,M,18,2,21202,Mighty Aphrodite (1995),Comedy
151,52,3,992133907,F,25,20,85013,Mighty Aphrodite (1995),Comedy
157,52,4,977249959,M,35,16,12866,Mighty Aphrodite (1995),Comedy
187,52,5,977233469,F,45,1,94061,Mighty Aphrodite (1995),Comedy
216,52,2,976862530,M,45,13,52761,Mighty Aphrodite (1995),Comedy
263,52,3,976651374,F,25,7,22304,Mighty Aphrodite (1995),Comedy
265,52,4,976647816,F,35,7,55116,Mighty Aphrodite (1995),Comedy
267,52,4,976644874,M,45,12,55001,Mighty Aphrodite (1995),Comedy
272,52,4,976695918,M,18,0,80302,Mighty Aphrodite (1995),Comedy
302,52,4,976505574,M,18,4,4901,Mighty Aphrodite (1995),Comedy
303,52,2,977087378,M,25,7,20006,Mighty Aphrodite (1995),Comedy
308,52,4,995835154,M,25,2,10025,Mighty Aphrodite (1995),Comedy
319,52,3,976421944,F,50,6,33436,Mighty Aphrodite (1995),Comedy
323,52,2,976407582,M,45,12,53716,Mighty Aphrodite (1995),Comedy
333,52,4,996356650,M,35,2,55410,Mighty Aphrodite (1995),Comedy
352,52,4,976332261,M,18,4,60115,Mighty Aphrodite (1995),Comedy
380,52,4,976317592,M,25,2,92024,Mighty Aphrodite (1995),Comedy
386,52,4,976303414,M,25,0,55408,Mighty Aphrodite (1995),Comedy
396,52,2,976303109,M,25,1,56187,Mighty Aphrodite (1995),Comedy
402,52,4,976295992,M,25,11,55427,Mighty Aphrodite (1995),Comedy
410,52,4,976289272,F,25,1,55417,Mighty Aphrodite (1995),Comedy
412,52,5,976562522,M,35,15,55117,Mighty Aphrodite (1995),Comedy
415,52,4,976288119,F,35,0,55406,Mighty Aphrodite (1995),Comedy
442,52,3,978455516,M,25,1,55105,Mighty Aphrodite (1995),Comedy
466,52,3,976227464,M,25,5,55405,Mighty Aphrodite (1995),Comedy
509,52,5,976206156,M,25,2,55125,Mighty Aphrodite (1995),Comedy
531,52,3,978644696,F,18,14,22206,Mighty Aphrodite (1995),Comedy
546,52,4,976069106,F,25,0,37211,Mighty Aphrodite (1995),Comedy
550,52,5,976166643,M,45,8,21559,Mighty Aphrodite (1995),Comedy
551,52,3,976067695,M,35,20,55116,Mighty Aphrodite (1995),Comedy
553,52,5,976060304,M,25,2,94131,Mighty Aphrodite (1995),Comedy
587,52,4,976207552,M,25,20,92649,Mighty Aphrodite (1995),Comedy
588,52,4,975935058,F,25,11,23220,Mighty Aphrodite (1995),Comedy
601,52,3,975881484,F,18,20,6320,Mighty Aphrodite (1995),Comedy
631,52,3,975780761,M,35,17,28601,Mighty Aphrodite (1995),Comedy
655,52,3,975708191,F,25,2,92629,Mighty Aphrodite (1995),Comedy
660,52,3,975694314,M,45,16,70507,Mighty Aphrodite (1995),Comedy
664,52,3,975993004,M,35,18,74601,Mighty Aphrodite (1995),Comedy
666,52,3,975641375,F,18,0,8540,Mighty Aphrodite (1995),Comedy
710,52,4,975541473,M,25,20,85207,Mighty Aphrodite (1995),Comedy
721,52,4,976462568,F,35,9,97520,Mighty Aphrodite (1995),Comedy
727,52,3,975517034,M,35,11,94061,Mighty Aphrodite (1995),Comedy
731,52,4,975529436,M,45,3,55410,Mighty Aphrodite (1995),Comedy
801,52,2,975401603,F,25,20,95776,Mighty Aphrodite (1995),Comedy
832,52,4,975363403,M,18,2,19464,Mighty Aphrodite (1995),Comedy
839,52,5,975362579,M,25,0,98103,Mighty Aphrodite (1995),Comedy
852,52,2,975348319,M,25,5,92105,Mighty Aphrodite (1995),Comedy
854,52,2,975352099,F,25,16,44092,Mighty Aphrodite (1995),Comedy
855,52,4,976410017,F,18,2,72701,Mighty Aphrodite (1995),Comedy
869,52,3,999376209,M,18,20,92026,Mighty Aphrodite (1995),Comedy
881,52,1,975262743,M,18,14,76401,Mighty Aphrodite (1995),Comedy
928,52,4,975195853,F,56,16,98199,Mighty Aphrodite (1995),Comedy
934,52,2,975184111,F,35,7,97401,Mighty Aphrodite (1995),Comedy
952,52,3,975137751,M,56,16,97478,Mighty Aphrodite (1995),Comedy
960,52,4,975124051,M,1,10,45244,Mighty Aphrodite (1995),Comedy
973,52,3,975861457,F,25,1,80026,Mighty Aphrodite (1995),Comedy
1015,52,3,975018049,M,35,3,11220,Mighty Aphrodite (1995),Comedy
1019,52,4,975008035,M,35,1,60640,Mighty Aphrodite (1995),Comedy
1050,52,2,974963659,M,25,1,97302,Mighty Aphrodite (1995),Comedy
1059,52,4,974966076,F,25,0,97213,Mighty Aphrodite (1995),Comedy
1079,52,4,987012437,M,25,7,98115,Mighty Aphrodite (1995),Comedy
1087,52,2,974935643,M,25,16,8826,Mighty Aphrodite (1995),Comedy
1088,52,4,1020294602,F,1,10,98103,Mighty Aphrodite (1995),Comedy
1099,52,3,974926201,M,25,17,77059,Mighty Aphrodite (1995),Comedy
1117,52,5,975692212,M,18,14,10017,Mighty Aphrodite (1995),Comedy
1125,52,5,974911229,F,18,4,53715,Mighty Aphrodite (1995),Comedy
1151,52,4,974870123,M,25,15,46805,Mighty Aphrodite (1995),Comedy
1168,52,4,974933518,F,25,0,94109,Mighty Aphrodite (1995),Comedy
1173,52,4,975001174,F,25,7,10019,Mighty Aphrodite (1995),Comedy
1193,52,1,974854665,M,25,12,90712,Mighty Aphrodite (1995),Comedy
1194,52,4,1036962260,F,25,1,95617,Mighty Aphrodite (1995),Comedy
1203,52,4,998230043,F,25,1,6417,Mighty Aphrodite (1995),Comedy
1239,52,3,974833028,F,25,20,50111,Mighty Aphrodite (1995),Comedy
1242,52,2,976307803,F,35,0,10014,Mighty Aphrodite (1995),Comedy
1244,52,3,974831579,M,25,4,22030,Mighty Aphrodite (1995),Comedy
1253,52,4,974825035,F,35,20,76205,Mighty Aphrodite (1995),Comedy
1266,52,4,978578424,M,25,4,18104,Mighty Aphrodite (1995),Comedy
1272,52,4,974816172,M,18,20,49506,Mighty Aphrodite (1995),Comedy
1273,52,3,974817027,M,35,2,19123,Mighty Aphrodite (1995),Comedy
1279,52,2,974852927,M,35,1,98502,Mighty Aphrodite (1995),Comedy
1284,52,5,974839597,M,45,16,33334,Mighty Aphrodite (1995),Comedy
1285,52,3,974875807,M,35,4,98125,Mighty Aphrodite (1995),Comedy
1291,52,4,974790506,F,35,0,10011,Mighty Aphrodite (1995),Comedy
1294,52,3,974875029,F,50,20,11217,Mighty Aphrodite (1995),Comedy
1297,52,3,974791809,M,25,7,92109,Mighty Aphrodite (1995),Comedy
1303,52,4,1042297383,M,25,19,94111,Mighty Aphrodite (1995),Comedy
1322,52,5,974778036,M,56,0,94043,Mighty Aphrodite (1995),Comedy
1345,52,3,974773892,F,25,2,75070,Mighty Aphrodite (1995),Comedy
1367,52,3,974770430,M,25,12,53707,Mighty Aphrodite (1995),Comedy
1383,52,2,976148379,F,25,7,19806,Mighty Aphrodite (1995),Comedy
1390,52,4,1016497086,M,35,16,99352,Mighty Aphrodite (1995),Comedy
1391,52,3,974770419,M,35,15,20723,Mighty Aphrodite (1995),Comedy
1404,52,2,974765557,M,50,16,91360,Mighty Aphrodite (1995),Comedy
1447,52,3,981021884,M,18,4,80521,Mighty Aphrodite (1995),Comedy
1457,52,4,983499189,M,25,1,95472,Mighty Aphrodite (1995),Comedy
1470,52,3,976049040,M,18,4,94118,Mighty Aphrodite (1995),Comedy
1484,52,4,974752525,M,25,12,7054,Mighty Aphrodite (1995),Comedy
1489,52,1,975121707,F,35,2,60201,Mighty Aphrodite (1995),Comedy
1501,52,4,974759766,M,25,11,75801,Mighty Aphrodite (1995),Comedy
1509,52,4,974833885,M,1,0,11803,Mighty Aphrodite (1995),Comedy
1530,52,4,985056279,M,25,4,53711,Mighty Aphrodite (1995),Comedy
1532,52,4,974825246,M,18,14,43613,Mighty Aphrodite (1995),Comedy
1546,52,4,974819675,M,25,4,22903,Mighty Aphrodite (1995),Comedy
1565,52,4,974739626,M,45,17,78731,Mighty Aphrodite (1995),Comedy
1579,52,4,980461210,M,25,0,60201,Mighty Aphrodite (1995),Comedy
1584,52,5,976775202,M,25,19,45701,Mighty Aphrodite (1995),Comedy
1586,52,4,974736128,M,45,7,77351,Mighty Aphrodite (1995),Comedy
1609,52,3,974740282,F,35,9,6830,Mighty Aphrodite (1995),Comedy
1613,52,4,974732242,M,18,20,61801,Mighty Aphrodite (1995),Comedy
1628,52,3,975163019,M,18,20,90028,Mighty Aphrodite (1995),Comedy
1632,52,3,974718341,M,25,16,94120,Mighty Aphrodite (1995),Comedy
1658,52,3,974712312,F,35,6,94214,Mighty Aphrodite (1995),Comedy
1669,52,4,974709784,F,25,17,75006,Mighty Aphrodite (1995),Comedy
1671,52,4,974793116,M,35,0,98368,Mighty Aphrodite (1995),Comedy
1680,52,5,974714756,M,25,20,95380,Mighty Aphrodite (1995),Comedy
1694,52,3,974714022,M,25,12,98116,Mighty Aphrodite (1995),Comedy
1699,52,4,974712645,F,25,19,98102,Mighty Aphrodite (1995),Comedy
1717,52,4,1009258253,F,50,6,30307,Mighty Aphrodite (1995),Comedy
1749,52,3,974842808,M,25,2,10040,Mighty Aphrodite (1995),Comedy
1755,52,4,1030042747,F,18,4,77005,Mighty Aphrodite (1995),Comedy
1794,52,4,974705803,M,25,11,20878,Mighty Aphrodite (1995),Comedy
1796,52,4,974700091,M,50,11,20852,Mighty Aphrodite (1995),Comedy
1836,52,5,974826125,M,25,0,10016,Mighty Aphrodite (1995),Comedy
1842,52,4,993446512,M,18,4,53190,Mighty Aphrodite (1995),Comedy
1853,52,5,975019649,M,50,0,90803,Mighty Aphrodite (1995),Comedy
1865,52,3,974695252,F,18,1,94606,Mighty Aphrodite (1995),Comedy
1870,52,4,974697471,M,56,13,85248,Mighty Aphrodite (1995),Comedy
1897,52,3,976158942,F,50,2,94530,Mighty Aphrodite (1995),Comedy
1899,52,4,975036467,F,45,6,2135,Mighty Aphrodite (1995),Comedy
1912,52,3,1008119526,M,25,4,91325,Mighty Aphrodite (1995),Comedy
1916,52,5,974695513,M,45,7,90405,Mighty Aphrodite (1995),Comedy
1928,52,5,976401565,M,1,10,94501,Mighty Aphrodite (1995),Comedy
1937,52,2,974922057,M,25,11,92335,Mighty Aphrodite (1995),Comedy
1943,52,5,975735063,M,18,4,91501,Mighty Aphrodite (1995),Comedy
1949,52,1,974696178,M,18,17,92595,Mighty Aphrodite (1995),Comedy
1962,52,4,975363050,F,18,1,60914,Mighty Aphrodite (1995),Comedy
1974,52,3,974689316,M,35,17,12159,Mighty Aphrodite (1995),Comedy
1980,52,4,974772775,M,35,7,6460,Mighty Aphrodite (1995),Comedy
1983,52,5,976898974,M,25,14,92109,Mighty Aphrodite (1995),Comedy
1988,52,4,974683328,F,25,1,85224,Mighty Aphrodite (1995),Comedy
2002,52,4,974678784,F,56,13,02136-1522,Mighty Aphrodite (1995),Comedy
2011,52,4,975608631,F,35,3,1545,Mighty Aphrodite (1995),Comedy
2018,52,3,974680161,M,35,16,46214,Mighty Aphrodite (1995),Comedy
2024,52,3,974672822,M,1,19,6614,Mighty Aphrodite (1995),Comedy
2027,52,4,974673297,F,25,9,48021,Mighty Aphrodite (1995),Comedy
2034,52,3,974669320,F,45,2,1851,Mighty Aphrodite (1995),Comedy
2036,52,5,974668288,F,25,14,90046,Mighty Aphrodite (1995),Comedy
2041,52,4,1004131663,F,25,20,24015,Mighty Aphrodite (1995),Comedy
2077,52,5,979972894,M,18,0,55112,Mighty Aphrodite (1995),Comedy
2084,52,3,974683602,M,18,4,23186,Mighty Aphrodite (1995),Comedy
2092,52,4,978303612,M,56,1,49006,Mighty Aphrodite (1995),Comedy
